# Board: kukui, jacuzzi
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.sampler2d_vec4_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.sampler2d_vec4_float_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.sampler3d_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.sampler3d_fixed_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.sampler3d_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.sampler3d_float_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.usampler1d_vec2_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.usampler1d_vec2_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.usampler1d_vec4_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.usampler1d_vec4_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.usampler2d_vec3_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.usampler2d_vec3_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.usampler2d_vec4_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.usampler2d_vec4_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.usampler3d_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.usampler3d_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.isampler1d_vec2_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.isampler1d_vec4_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.isampler2d_vec3_bias_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.isampler2d_vec3_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.isampler2d_vec3_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.isampler2d_vec4_bias_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.isampler2d_vec4_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.isampler2d_vec4_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.isampler3d_bias_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.isampler3d_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.isampler3d_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler1dshadow_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler1d_vec2_bias_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler1d_vec2_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler1d_vec2_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler1d_vec4_bias_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler1d_vec4_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler1d_vec4_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler2dshadow_bias_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler2dshadow_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler2dshadow_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler2d_vec3_bias_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler2d_vec3_bias_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler2d_vec3_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler2d_vec3_fixed_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler2d_vec3_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler2d_vec3_float_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler2d_vec4_bias_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler2d_vec4_bias_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler2d_vec4_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler2d_vec4_fixed_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler2d_vec4_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler2d_vec4_float_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler3d_bias_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler3d_bias_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler3d_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler3d_fixed_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler3d_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler3d_float_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.usampler1d_vec2_bias_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.usampler1d_vec2_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.usampler1d_vec4_bias_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.usampler1d_vec4_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.usampler2d_vec3_bias_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.usampler2d_vec3_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.usampler2d_vec3_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.usampler2d_vec4_bias_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.usampler2d_vec4_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.usampler2d_vec4_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.usampler3d_bias_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.usampler3d_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.usampler3d_vertex,Fail
dEQP-VK.pipeline.monolithic.stencil.no_stencil_att.dynamic_rendering.dynamic_enable.d16_unorm,Fail
dEQP-VK.pipeline.monolithic.stencil.no_stencil_att.dynamic_rendering.dynamic_enable.d32_sfloat,Fail
dEQP-VK.pipeline.monolithic.stencil.no_stencil_att.dynamic_rendering.dynamic_enable.x8_d24_unorm_pack32,Fail
dEQP-VK.pipeline.monolithic.stencil.no_stencil_att.render_passes.dynamic_enable.d16_unorm,Fail
dEQP-VK.pipeline.monolithic.stencil.no_stencil_att.render_passes.dynamic_enable.d32_sfloat,Fail
dEQP-VK.pipeline.monolithic.stencil.no_stencil_att.render_passes.dynamic_enable.x8_d24_unorm_pack32,Fail
dEQP-VK.pipeline.monolithic.timestamp.calibrated.calibration_test,Crash
dEQP-VK.pipeline.monolithic.timestamp.calibrated.dev_domain_test,Crash
dEQP-VK.pipeline.monolithic.timestamp.calibrated.host_domain_test,Crash
dEQP-VK.pipeline.multisample_shader_builtin.write_sample_mask.1_samples,Fail
dEQP-VK.spirv_assembly.instruction.compute.float_controls.fp16.input_args.modf_st_denorm_flush_to_zero,Fail
dEQP-VK.spirv_assembly.instruction.compute.float_controls.fp16.input_args.modf_st_denorm_flush_to_zero_nostorage,Fail
dEQP-VK.spirv_assembly.instruction.compute.float_controls.fp32.input_args.modf_st_denorm_flush_to_zero,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch_r32i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch_r32i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch_r32ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch_r32ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch_rgba16i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch_rgba16i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch_rgba16ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch_rgba16ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch_rgba32i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch_rgba32i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch_rgba32ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch_rgba32ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch_rgba8i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch_rgba8i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch_rgba8ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch_rgba8ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch_r32i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch_r32i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch_r32ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch_r32ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba16i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba16i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba16ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba16ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba32i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba32i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba32ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba32ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba8i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba8i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba8ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba8ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch_r32i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch_r32i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch_r32ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch_r32ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba16i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba16i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba16ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba16ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba32i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba32i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba32ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba32ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba8i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba8i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba8ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba8ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.sampled_image.optypeimage_mismatch_r32i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.sampled_image.optypeimage_mismatch_r32i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.sampled_image.optypeimage_mismatch_r32ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.sampled_image.optypeimage_mismatch_r32ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.sampled_image.optypeimage_mismatch_rgba16i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.sampled_image.optypeimage_mismatch_rgba16i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.sampled_image.optypeimage_mismatch_rgba16ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.sampled_image.optypeimage_mismatch_rgba16ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.sampled_image.optypeimage_mismatch_rgba32i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.sampled_image.optypeimage_mismatch_rgba32i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.sampled_image.optypeimage_mismatch_rgba32ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.sampled_image.optypeimage_mismatch_rgba32ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.sampled_image.optypeimage_mismatch_rgba8i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.sampled_image.optypeimage_mismatch_rgba8i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.sampled_image.optypeimage_mismatch_rgba8ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.sampled_image.optypeimage_mismatch_rgba8ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imageread.storage_image.optypeimage_mismatch_r32i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imageread.storage_image.optypeimage_mismatch_r32i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imageread.storage_image.optypeimage_mismatch_r32ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imageread.storage_image.optypeimage_mismatch_r32ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imageread.storage_image.optypeimage_mismatch_rgba16i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imageread.storage_image.optypeimage_mismatch_rgba16i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imageread.storage_image.optypeimage_mismatch_rgba16ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imageread.storage_image.optypeimage_mismatch_rgba16ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imageread.storage_image.optypeimage_mismatch_rgba32i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imageread.storage_image.optypeimage_mismatch_rgba32i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imageread.storage_image.optypeimage_mismatch_rgba32ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imageread.storage_image.optypeimage_mismatch_rgba32ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imageread.storage_image.optypeimage_mismatch_rgba8i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imageread.storage_image.optypeimage_mismatch_rgba8i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imageread.storage_image.optypeimage_mismatch_rgba8ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imageread.storage_image.optypeimage_mismatch_rgba8ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch_r32i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch_r32i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch_r32ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch_r32ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch_rgba16i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch_rgba16i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch_rgba16ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch_rgba16ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch_rgba32i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch_rgba32i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch_rgba32ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch_rgba32ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch_rgba8i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch_rgba8i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch_rgba8ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch_rgba8ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch_r32i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch_r32i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch_r32ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch_r32ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba16i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba16i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba16ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba16ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba32i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba32i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba32ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba32ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba8i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba8i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba8ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba8ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch_r32i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch_r32i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch_r32ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch_r32ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba16i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba16i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba16ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba16ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba32i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba32i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba32ui.depth_property.depth,Fail
