# Board: cherry
dEQP-VK.api.device_init.create_instance_device_intentional_alloc_fail.basic,Timeout
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.sampler1d_vec4_float_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.sampler2dshadow_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.sampler2dshadow_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.sampler2d_vec3_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.sampler2d_vec3_fixed_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.sampler2d_vec3_float_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.sampler2d_vec4_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.sampler2d_vec4_fixed_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.sampler2d_vec4_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.sampler2d_vec4_float_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.sampler3d_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.sampler3d_fixed_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.sampler3d_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.sampler3d_float_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.usampler1d_vec2_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.usampler1d_vec2_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.usampler1d_vec4_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.usampler1d_vec4_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.usampler2d_vec3_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.usampler2d_vec3_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.usampler2d_vec4_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.usampler2d_vec4_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.usampler3d_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.usampler3d_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.isampler1d_vec2_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.isampler1d_vec4_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.isampler2d_vec3_bias_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.isampler2d_vec3_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.isampler2d_vec3_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.isampler2d_vec4_bias_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.isampler2d_vec4_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.isampler2d_vec4_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.isampler3d_bias_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.isampler3d_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.isampler3d_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler1dshadow_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler1d_vec2_bias_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler1d_vec2_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler1d_vec2_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler1d_vec4_bias_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler1d_vec4_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler1d_vec4_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler2dshadow_bias_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler2dshadow_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler2dshadow_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler2d_vec3_bias_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler2d_vec3_bias_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler2d_vec3_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler2d_vec3_fixed_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler2d_vec3_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler2d_vec3_float_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler2d_vec4_bias_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler2d_vec4_bias_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler2d_vec4_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler2d_vec4_fixed_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler2d_vec4_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler2d_vec4_float_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler3d_bias_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler3d_bias_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler3d_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler3d_fixed_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler3d_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.sampler3d_float_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.usampler1d_vec2_bias_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.usampler1d_vec2_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.usampler1d_vec4_bias_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.usampler1d_vec4_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.usampler2d_vec3_bias_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.usampler2d_vec3_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.usampler2d_vec3_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.usampler2d_vec4_bias_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.usampler2d_vec4_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.usampler2d_vec4_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.usampler3d_bias_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.usampler3d_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojoffset.mirrored_repeat.usampler3d_vertex,Fail
dEQP-VK.graphicsfuzz.cov-set-output-color-function-call-nested-loop,Fail
dEQP-VK.graphicsfuzz.two-loops-with-break,Fail
dEQP-VK.memory_model.message_passing.ext.u32.coherent.atomic_atomic.atomicrmw.subgroup.payload_local.image.guard_nonlocal.workgroup.comp,Fail
dEQP-VK.memory_model.message_passing.ext.u32.coherent.atomic_fence.atomicwrite.workgroup.payload_local.image.guard_local.physbuffer.comp,Fail
dEQP-VK.memory_model.message_passing.ext.u32.coherent.fence_fence.atomicwrite.subgroup.payload_local.physbuffer.guard_local.buffer.comp,Fail
dEQP-VK.memory_model.message_passing.ext.u32.noncoherent.atomic_fence.atomicwrite.device.payload_local.physbuffer.guard_local.image.comp,Fail
dEQP-VK.memory_model.message_passing.ext.u32.noncoherent.fence_fence.atomicwrite.device.payload_local.image.guard_local.image.frag,Fail
dEQP-VK.memory_model.message_passing.ext.u64.coherent.atomic_atomic.atomicrmw.subgroup.payload_local.physbuffer.guard_local.physbuffer.frag,Fail
dEQP-VK.memory_model.message_passing.ext.u64.noncoherent.atomic_atomic.atomicwrite.device.payload_nonlocal.workgroup.guard_nonlocal.workgroup.comp,Fail
dEQP-VK.memory_model.shared.16bit.arrays_of_arrays.0,Fail
dEQP-VK.memory_model.shared.16bit.nested_structs.0,Fail
dEQP-VK.memory_model.shared.16bit.nested_structs.2,Fail
dEQP-VK.memory_model.shared.16bit.nested_structs_arrays.2,Fail
dEQP-VK.memory_model.write_after_read.ext.u32.coherent.fence_fence.atomicwrite.queuefamily.payload_local.buffer.guard_local.physbuffer.frag,Fail
dEQP-VK.memory_model.write_after_read.ext.u32.noncoherent.atomic_fence.atomicwrite.queuefamily.payload_local.buffer.guard_local.physbuffer.comp,Fail
dEQP-VK.memory_model.write_after_read.ext.u32.noncoherent.fence_fence.atomicwrite.device.payload_local.physbuffer.guard_local.image.comp,Fail
dEQP-VK.pipeline.monolithic.stencil.no_stencil_att.dynamic_rendering.dynamic_enable.d16_unorm,Fail
dEQP-VK.pipeline.monolithic.stencil.no_stencil_att.dynamic_rendering.dynamic_enable.d32_sfloat,Fail
dEQP-VK.pipeline.monolithic.stencil.no_stencil_att.dynamic_rendering.dynamic_enable.x8_d24_unorm_pack32,Fail
dEQP-VK.pipeline.monolithic.stencil.no_stencil_att.render_passes.dynamic_enable.d16_unorm,Fail
dEQP-VK.pipeline.monolithic.stencil.no_stencil_att.render_passes.dynamic_enable.d32_sfloat,Fail
dEQP-VK.pipeline.monolithic.stencil.no_stencil_att.render_passes.dynamic_enable.x8_d24_unorm_pack32,Fail
dEQP-VK.pipeline.monolithic.timestamp.calibrated.calibration_test,Crash
dEQP-VK.pipeline.monolithic.timestamp.calibrated.dev_domain_test,Crash
dEQP-VK.pipeline.monolithic.timestamp.calibrated.host_domain_test,Crash
dEQP-VK.rasterization.shader_tile_image.coherent.color.samples_1.multi_draws.multi_patches.r8g8_snorm,Fail
dEQP-VK.rasterization.shader_tile_image.coherent.color.samples_1.multi_draws.single_patch.r8g8_snorm,Fail
dEQP-VK.rasterization.shader_tile_image.coherent.color.samples_1.single_draw.multi_patches.r8g8_snorm,Fail
dEQP-VK.rasterization.shader_tile_image.coherent.color.samples_1.single_draw.single_patch.r8g8_snorm,Fail
dEQP-VK.rasterization.shader_tile_image.coherent.mrt_dynamic_index.samples_1.multi_draws.multi_patches.r8g8_snorm,Fail
dEQP-VK.rasterization.shader_tile_image.coherent.mrt_dynamic_index.samples_1.multi_draws.single_patch.r8g8_snorm,Fail
dEQP-VK.rasterization.shader_tile_image.coherent.mrt_dynamic_index.samples_1.single_draw.multi_patches.r8g8_snorm,Fail
dEQP-VK.rasterization.shader_tile_image.coherent.mrt_dynamic_index.samples_1.single_draw.single_patch.r8g8_snorm,Fail
dEQP-VK.rasterization.shader_tile_image.coherent.mrt_dynamic_index.samples_4.multi_draws.multi_patches.r8g8_snorm,Fail
dEQP-VK.rasterization.shader_tile_image.coherent.mrt_dynamic_index.samples_8.multi_draws.multi_patches.r8g8_snorm,Fail
dEQP-VK.rasterization.shader_tile_image.coherent.mrt.samples_1.multi_draws.multi_patches.r8g8_snorm,Fail
dEQP-VK.rasterization.shader_tile_image.coherent.mrt.samples_1.multi_draws.single_patch.r8g8_snorm,Fail
dEQP-VK.rasterization.shader_tile_image.coherent.mrt.samples_1.single_draw.multi_patches.r8g8_snorm,Fail
dEQP-VK.rasterization.shader_tile_image.coherent.mrt.samples_1.single_draw.single_patch.r8g8_snorm,Fail
dEQP-VK.rasterization.shader_tile_image.coherent.mrt.samples_4.multi_draws.multi_patches.r8g8_snorm,Fail
dEQP-VK.rasterization.shader_tile_image.coherent.mrt.samples_8.multi_draws.multi_patches.r8g8_snorm,Fail
dEQP-VK.rasterization.shader_tile_image.coherent.msaa_sample_mask.samples_8.multi_draws.multi_patches.r8g8_snorm,Fail
dEQP-VK.rasterization.shader_tile_image.coherent.msaa_sample_mask.samples_8.multi_draws.single_patch.r8g8_snorm,Fail
dEQP-VK.rasterization.shader_tile_image.coherent.msaa_sample_mask.samples_8.single_draw.multi_patches.r8g8_snorm,Fail
dEQP-VK.rasterization.shader_tile_image.coherent.msaa_sample_mask.samples_8.single_draw.single_patch.r8g8_snorm,Fail
dEQP-VK.rasterization.shader_tile_image.non_coherent.color.samples_1.multi_draws.single_patch.r8g8_snorm,Fail
dEQP-VK.rasterization.shader_tile_image.non_coherent.color.samples_1.single_draw.single_patch.r8g8_snorm,Fail
dEQP-VK.rasterization.shader_tile_image.non_coherent.depth.samples_1.single_draw.single_patch.d16_unorm,Fail
dEQP-VK.rasterization.shader_tile_image.non_coherent.mrt_dynamic_index.samples_1.multi_draws.single_patch.r8g8_snorm,Fail
dEQP-VK.rasterization.shader_tile_image.non_coherent.mrt_dynamic_index.samples_1.single_draw.single_patch.r8g8_snorm,Fail
dEQP-VK.rasterization.shader_tile_image.non_coherent.mrt.samples_1.multi_draws.single_patch.r8g8_sint,Fail
dEQP-VK.rasterization.shader_tile_image.non_coherent.mrt.samples_1.multi_draws.single_patch.r8g8_snorm,Fail
dEQP-VK.rasterization.shader_tile_image.non_coherent.mrt.samples_1.single_draw.single_patch.r8g8_snorm,Fail
dEQP-VK.rasterization.shader_tile_image.non_coherent.mrt.samples_8.multi_draws.single_patch.r8g8b8a8_unorm,Fail
dEQP-VK.rasterization.shader_tile_image.non_coherent.msaa_sample_mask.samples_8.multi_draws.single_patch.r8g8_snorm,Fail
dEQP-VK.rasterization.shader_tile_image.non_coherent.msaa_sample_mask.samples_8.single_draw.single_patch.r16g16_sint,Fail
dEQP-VK.rasterization.shader_tile_image.non_coherent.msaa_sample_mask.samples_8.single_draw.single_patch.r8g8_snorm,Fail
dEQP-VK.spirv_assembly.instruction.compute.float_controls.fp16.input_args.modf_st_denorm_flush_to_zero,Fail
dEQP-VK.spirv_assembly.instruction.compute.float_controls.fp16.input_args.modf_st_denorm_flush_to_zero_nostorage,Fail
dEQP-VK.spirv_assembly.instruction.compute.float_controls.fp32.input_args.modf_st_denorm_flush_to_zero,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch_r32i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch_r32i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch_r32ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch_r32ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch_rgba16i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch_rgba16i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch_rgba16ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch_rgba16ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch_rgba32i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch_rgba32i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch_rgba32ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch_rgba32ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch_rgba8i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch_rgba8i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch_rgba8ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch_rgba8ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch_r32i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch_r32i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch_r32ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch_r32ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba16i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba16i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba16ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba16ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba32i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba32i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba32ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba32ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba8i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba8i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba8ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba8ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch_r32i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch_r32i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch_r32ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch_r32ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba16i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba16i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba16ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba16ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba32i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba32i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba32ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba32ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba8i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba8i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba8ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba8ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.sampled_image.optypeimage_mismatch_r32i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.sampled_image.optypeimage_mismatch_r32i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.sampled_image.optypeimage_mismatch_r32ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.sampled_image.optypeimage_mismatch_r32ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.sampled_image.optypeimage_mismatch_rgba16i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.sampled_image.optypeimage_mismatch_rgba16i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.sampled_image.optypeimage_mismatch_rgba16ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.sampled_image.optypeimage_mismatch_rgba16ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.sampled_image.optypeimage_mismatch_rgba32i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.sampled_image.optypeimage_mismatch_rgba32i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.sampled_image.optypeimage_mismatch_rgba32ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.sampled_image.optypeimage_mismatch_rgba32ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.sampled_image.optypeimage_mismatch_rgba8i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.sampled_image.optypeimage_mismatch_rgba8i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.sampled_image.optypeimage_mismatch_rgba8ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.sampled_image.optypeimage_mismatch_rgba8ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imageread.storage_image.optypeimage_mismatch_r32i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imageread.storage_image.optypeimage_mismatch_r32i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imageread.storage_image.optypeimage_mismatch_r32ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imageread.storage_image.optypeimage_mismatch_r32ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imageread.storage_image.optypeimage_mismatch_rgba16i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imageread.storage_image.optypeimage_mismatch_rgba16i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imageread.storage_image.optypeimage_mismatch_rgba16ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imageread.storage_image.optypeimage_mismatch_rgba16ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imageread.storage_image.optypeimage_mismatch_rgba32i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imageread.storage_image.optypeimage_mismatch_rgba32i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imageread.storage_image.optypeimage_mismatch_rgba32ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imageread.storage_image.optypeimage_mismatch_rgba32ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imageread.storage_image.optypeimage_mismatch_rgba8i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imageread.storage_image.optypeimage_mismatch_rgba8i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imageread.storage_image.optypeimage_mismatch_rgba8ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imageread.storage_image.optypeimage_mismatch_rgba8ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch_r32i.depth_property.depth,Fail
