# Board: cherry
dEQP-VK.api.device_init.create_instance_device_intentional_alloc_fail.basic,Timeout
dEQP-VK.texture.swizzle.component_mapping.color.astc_4x4_unorm_block_2d_pot_sparse_abgr,Fail
dEQP-VK.texture.swizzle.component_mapping.color.astc_5x5_srgb_block_2d_npot_sparse_rrrr,Fail
dEQP-VK.texture.swizzle.component_mapping.color.astc_8x8_srgb_block_2d_npot_sparse_rrrr,Fail
dEQP-VK.texture.swizzle.component_mapping.color.eac_r11_snorm_block_2d_npot_rrrr,Fail
dEQP-VK.texture.swizzle.component_mapping.color.eac_r11_snorm_block_2d_npot_sparse_bbbb,Fail
dEQP-VK.texture.swizzle.component_mapping.color.etc2_r8g8b8_unorm_block_2d_npot_sparse_gggg,Fail
dEQP-VK.texture.swizzle.component_mapping.color.r16g16b16a16_uscaled_2d_npot_iiii,Fail
dEQP-VK.texture.swizzle.component_mapping.color.r16g16b16_snorm_2d_npot_sparse_rgba,Fail
dEQP-VK.texture.swizzle.component_mapping.color.r16g16_sint_2d_npot_sparse_bbbb,Fail
dEQP-VK.texture.swizzle.component_mapping.color.r16g16_sint_2d_pot_abgr,Fail
dEQP-VK.texture.swizzle.component_mapping.color.r32g32b32_sint_2d_npot_aaaa,Fail
dEQP-VK.texture.swizzle.component_mapping.color.r32g32_sint_2d_pot_aaaa,Fail
dEQP-VK.texture.swizzle.component_mapping.color.r32_sfloat_2d_npot_aaaa,Fail
dEQP-VK.texture.swizzle.component_mapping.color.r32_sint_2d_npot_sparse_oooo,Fail
dEQP-VK.texture.swizzle.component_mapping.color.r32_uint_2d_npot_bbbb,Fail
dEQP-VK.texture.swizzle.component_mapping.color.r4g4_unorm_pack8_2d_pot_sparse_iiii,Fail
dEQP-VK.texture.swizzle.component_mapping.color.r8g8_srgb_2d_pot_bbbb,Fail
dEQP-VK.texture.swizzle.component_mapping.color.r8g8_uint_2d_pot_zzzz,Fail
dEQP-VK.texture.swizzle.texture_coordinate.astc_10x10_unorm_block_2d_pot_yx,Fail
dEQP-VK.texture.swizzle.texture_coordinate.astc_12x10_srgb_block_2d_npot_sparse_yy,Fail
dEQP-VK.texture.swizzle.texture_coordinate.r16g16b16a16_unorm_2d_npot_sparse_yy,Fail
dEQP-VK.texture.swizzle.texture_coordinate.r16_snorm_2d_npot_xx,Fail
dEQP-VK.texture.swizzle.texture_coordinate.r16_uscaled_2d_pot_yx,Fail
dEQP-VK.transform_feedback.fuzz.instance_array_basic_type.uvec3.geometry,Fail
dEQP-VK.transform_feedback.fuzz.random_vertex.scalar_types.10,Fail
dEQP-VK.transform_feedback.fuzz.single_basic_type.highp.mat4x2.geometry,Fail
dEQP-VK.transform_feedback.fuzz.single_basic_type.lowp.mat2x3.vertex,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.32bit.geom.no_xfb.no_rast.line_list.pgq_default.two_draws.pqg_first.after,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.32bit.geom.no_xfb.rast.line_strip.pgq_default.two_draws.pqg_first.none_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.32bit.geom.xfb.no_rast.line_list.pgq_0_xfb_0.two_draws.pqg_first.none,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.32bit.geom.xfb.no_rast.point_list.pgq_0_xfb_default.two_draws.pqg_first.before,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.32bit.geom.xfb.no_rast.triangle_list.pgq_default_xfb_default.single_draw.pqg_first.before_with_availability,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.32bit.geom.xfb.no_rast.triangle_list.pgq_default_xfb_default.single_draw.pqg_first.none_with_availability,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.32bit.geom.xfb.rast.line_list_with_adjacency.pgq_0_xfb_0.two_draws.xfbq_first.before_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.32bit.geom.xfb.rast.line_list_with_adjacency.pgq_default_xfb_default.two_draws.pqg_first.none_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.32bit.geom.xfb.rast.line_strip.pgq_0_xfb_default.single_draw.pqg_first.before,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.32bit.geom.xfb.rast.line_strip_with_adjacency.pgq_0_xfb_default.single_draw.pqg_first.after_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.32bit.geom.xfb.rast.line_strip_with_adjacency.pgq_default_xfb_default.two_draws.xfbq_first.none_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.32bit.geom.xfb.rast.triangle_list.pgq_0_xfb_0.two_draws.pqg_first.none,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.32bit.geom.xfb.rast.triangle_strip_with_adjacency.pgq_default_xfb_0.two_draws.pqg_first.after,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.32bit.tese.no_xfb.no_rast.patch_list.pgq_default.single_draw.pqg_first.after,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.32bit.vert.xfb.rast.triangle_fan.pgq_default_xfb_default.two_draws.pqg_first.after_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.64bit.geom.no_xfb.no_rast.line_list.pgq_default.single_draw.pqg_first.none,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.64bit.geom.no_xfb.rast.point_list.pgq_0.single_draw.pqg_first.none,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.64bit.geom.xfb.no_rast.line_list.pgq_0_xfb_default.two_draws.pqg_first.none_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.64bit.geom.xfb.no_rast.line_list.pgq_default_xfb_0.single_draw.xfbq_first.none_with_availability,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.64bit.geom.xfb.no_rast.line_strip.pgq_0_xfb_0.single_draw.xfbq_first.before,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.64bit.geom.xfb.no_rast.triangle_strip_with_adjacency.pgq_default_xfb_0.single_draw.xfbq_first.before_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.64bit.geom.xfb.rast.line_strip.pgq_default_xfb_0.single_draw.pqg_first.after,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.64bit.geom.xfb.rast.triangle_list.pgq_default_xfb_default.single_draw.xfbq_first.before_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.64bit.geom.xfb.rast.triangle_strip_with_adjacency.pgq_0_xfb_0.single_draw.pqg_first.after_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.64bit.tese.xfb.no_rast.patch_list.pgq_default_xfb_default.single_draw.pqg_first.none,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.64bit.vert.xfb.no_rast.point_list.pgq_default_xfb_default.two_draws.pqg_first.before,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.64bit.vert.xfb.rast.point_list.pgq_default_xfb_default.single_draw.pqg_first.after,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.64bit.vert.xfb.rast.triangle_fan.pgq_default_xfb_default.two_draws.pqg_first.after_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.pgq_32bit_xfb_64bit.geom.xfb.no_rast.line_list_with_adjacency.pgq_default_xfb_0.single_draw.pqg_first.before,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.pgq_32bit_xfb_64bit.geom.xfb.no_rast.point_list.pgq_default_xfb_0.single_draw.pqg_first.before,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.pgq_32bit_xfb_64bit.geom.xfb.rast.line_list.pgq_0_xfb_0.single_draw.pqg_first.none_2_queries_with_availability,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.pgq_32bit_xfb_64bit.geom.xfb.rast.line_strip_with_adjacency.pgq_default_xfb_0.single_draw.xfbq_first.none,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.pgq_32bit_xfb_64bit.geom.xfb.rast.point_list.pgq_default_xfb_0.two_draws.xfbq_first.none,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.pgq_32bit_xfb_64bit.geom.xfb.rast.triangle_list_with_adjacency.pgq_default_xfb_default.single_draw.xfbq_first.after_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.pgq_32bit_xfb_64bit.vert.xfb.rast.triangle_list.pgq_default_xfb_default.two_draws.pqg_first.after_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.pgq_64bit_xfb_32bit.geom.xfb.no_rast.point_list.pgq_0_xfb_default.single_draw.pqg_first.none,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.pgq_64bit_xfb_32bit.geom.xfb.no_rast.triangle_list_with_adjacency.pgq_default_xfb_0.two_draws.pqg_first.after_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.pgq_64bit_xfb_32bit.geom.xfb.no_rast.triangle_list_with_adjacency.pgq_default_xfb_default.two_draws.xfbq_first.none,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.pgq_64bit_xfb_32bit.geom.xfb.no_rast.triangle_strip.pgq_0_xfb_0.single_draw.xfbq_first.before_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.pgq_64bit_xfb_32bit.geom.xfb.rast.line_list.pgq_default_xfb_default.single_draw.xfbq_first.before,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.pgq_64bit_xfb_32bit.geom.xfb.rast.point_list.pgq_0_xfb_0.two_draws.xfbq_first.none_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.pgq_64bit_xfb_32bit.geom.xfb.rast.point_list.pgq_default_xfb_default.single_draw.pqg_first.before,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.pgq_64bit_xfb_32bit.geom.xfb.rast.triangle_strip.pgq_0_xfb_default.single_draw.xfbq_first.none_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.pgq_64bit_xfb_32bit.geom.xfb.rast.triangle_strip_with_adjacency.pgq_0_xfb_default.single_draw.xfbq_first.none_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.pgq_64bit_xfb_32bit.tese.xfb.rast.patch_list.pgq_default_xfb_default.two_draws.pqg_first.after_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.pgq_64bit_xfb_32bit.vert.xfb.no_rast.triangle_list.pgq_default_xfb_default.single_draw.xfbq_first.before_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.host_reset.pgq_64bit_xfb_32bit.vert.xfb.no_rast.triangle_list.pgq_default_xfb_default.two_draws.pqg_first.after_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.32bit.geom.xfb.no_rast.point_list.pgq_default_xfb_default.two_draws.pqg_first.none,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.32bit.geom.xfb.no_rast.triangle_list.pgq_0_xfb_default.single_draw.xfbq_first.before_2_queries_with_availability,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.32bit.geom.xfb.no_rast.triangle_list.pgq_0_xfb_default.single_draw.xfbq_first.none_2_queries_with_availability,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.32bit.geom.xfb.no_rast.triangle_list.pgq_default_xfb_0.single_draw.xfbq_first.before_with_availability,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.32bit.geom.xfb.rast.line_list.pgq_default_xfb_default.single_draw.pqg_first.none_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.32bit.geom.xfb.rast.line_list.pgq_default_xfb_default.single_draw.pqg_first.none_with_availability,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.32bit.geom.xfb.rast.line_strip.pgq_0_xfb_default.single_draw.pqg_first.before_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.32bit.geom.xfb.rast.line_strip.pgq_default_xfb_0.two_draws.xfbq_first.none_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.32bit.vert.no_xfb.no_rast.line_list.pgq_default.two_draws.pqg_first.none,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.32bit.vert.no_xfb.rast.line_list.pgq_default.single_draw.pqg_first.before_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.64bit.geom.no_xfb.rast.line_strip.pgq_0.single_draw.pqg_first.before_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.64bit.geom.xfb.no_rast.line_strip.pgq_0_xfb_0.single_draw.pqg_first.before_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.64bit.geom.xfb.no_rast.line_strip.pgq_0_xfb_0.two_draws.xfbq_first.before_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.64bit.geom.xfb.no_rast.triangle_list.pgq_default_xfb_0.single_draw.xfbq_first.after_with_availability,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.64bit.geom.xfb.no_rast.triangle_list.pgq_default_xfb_default.single_draw.xfbq_first.none,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.64bit.geom.xfb.no_rast.triangle_strip.pgq_0_xfb_0.two_draws.pqg_first.after_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.64bit.geom.xfb.rast.line_list.pgq_default_xfb_0.single_draw.pqg_first.none_with_availability,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.64bit.geom.xfb.rast.line_strip.pgq_default_xfb_default.single_draw.xfbq_first.after_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.64bit.geom.xfb.rast.point_list.pgq_0_xfb_0.single_draw.pqg_first.after_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.64bit.geom.xfb.rast.triangle_fan.pgq_default_xfb_default.two_draws.xfbq_first.none,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.64bit.geom.xfb.rast.triangle_strip.pgq_default_xfb_0.single_draw.xfbq_first.after,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.64bit.vert.no_xfb.no_rast.line_list.pgq_default.single_draw.pqg_first.before_with_availability,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.pgq_32bit_xfb_64bit.geom.xfb.no_rast.triangle_list.pgq_0_xfb_0.two_draws.xfbq_first.before,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.pgq_32bit_xfb_64bit.geom.xfb.rast.line_strip_with_adjacency.pgq_0_xfb_0.two_draws.xfbq_first.none,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.pgq_32bit_xfb_64bit.geom.xfb.rast.point_list.pgq_default_xfb_0.two_draws.xfbq_first.before,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.pgq_32bit_xfb_64bit.geom.xfb.rast.triangle_list_with_adjacency.pgq_default_xfb_default.two_draws.xfbq_first.none,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.pgq_32bit_xfb_64bit.geom.xfb.rast.triangle_strip.pgq_0_xfb_0.two_draws.xfbq_first.after_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.pgq_32bit_xfb_64bit.vert.xfb.rast.line_list.pgq_default_xfb_default.single_draw.xfbq_first.before_2_queries_with_availability,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.pgq_32bit_xfb_64bit.vert.xfb.rast.line_strip.pgq_default_xfb_default.two_draws.pqg_first.after_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.pgq_32bit_xfb_64bit.vert.xfb.rast.triangle_strip.pgq_default_xfb_default.single_draw.pqg_first.before,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.pgq_64bit_xfb_32bit.geom.xfb.no_rast.line_list.pgq_default_xfb_default.two_draws.xfbq_first.before,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.pgq_64bit_xfb_32bit.geom.xfb.no_rast.line_strip.pgq_default_xfb_0.single_draw.xfbq_first.before_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.pgq_64bit_xfb_32bit.geom.xfb.no_rast.triangle_strip.pgq_0_xfb_default.single_draw.xfbq_first.after,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.pgq_64bit_xfb_32bit.geom.xfb.no_rast.triangle_strip_with_adjacency.pgq_0_xfb_0.two_draws.pqg_first.none_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.pgq_64bit_xfb_32bit.geom.xfb.rast.line_list_with_adjacency.pgq_0_xfb_default.single_draw.pqg_first.none,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.pgq_64bit_xfb_32bit.geom.xfb.rast.triangle_fan.pgq_default_xfb_0.two_draws.pqg_first.after_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.pgq_64bit_xfb_32bit.vert.xfb.no_rast.triangle_list.pgq_default_xfb_default.single_draw.xfbq_first.none_with_availability,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.pgq_64bit_xfb_32bit.vert.xfb.rast.triangle_fan.pgq_default_xfb_default.single_draw.pqg_first.before_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.host_reset.32bit.geom.no_xfb.no_rast.triangle_list_with_adjacency.pgq_default.two_draws.pqg_first.after,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.host_reset.32bit.geom.no_xfb.rast.point_list.pgq_default.two_draws.pqg_first.after_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.host_reset.32bit.geom.no_xfb.rast.triangle_strip.pgq_0.two_draws.pqg_first.after,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.host_reset.32bit.geom.xfb.no_rast.line_list_with_adjacency.pgq_0_xfb_0.single_draw.xfbq_first.before,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.host_reset.32bit.geom.xfb.no_rast.triangle_list.pgq_0_xfb_0.two_draws.xfbq_first.none,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.host_reset.32bit.geom.xfb.no_rast.triangle_list.pgq_default_xfb_default.single_draw.pqg_first.none_with_availability,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.host_reset.32bit.geom.xfb.no_rast.triangle_list_with_adjacency.pgq_default_xfb_default.single_draw.pqg_first.after_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.host_reset.32bit.geom.xfb.rast.line_list.pgq_0_xfb_default.two_draws.pqg_first.after_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.host_reset.32bit.geom.xfb.rast.line_list.pgq_default_xfb_default.single_draw.xfbq_first.after_2_queries_with_availability,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.host_reset.32bit.geom.xfb.rast.triangle_fan.pgq_default_xfb_0.single_draw.pqg_first.before_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.host_reset.32bit.vert.xfb.rast.triangle_fan.pgq_default_xfb_default.single_draw.xfbq_first.after,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.host_reset.64bit.geom.no_xfb.no_rast.triangle_fan.pgq_default.two_draws.pqg_first.before_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.host_reset.64bit.geom.no_xfb.no_rast.triangle_list_with_adjacency.pgq_0.two_draws.pqg_first.none_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.host_reset.64bit.geom.xfb.no_rast.line_list.pgq_default_xfb_0.single_draw.pqg_first.none,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.host_reset.64bit.geom.xfb.no_rast.line_list.pgq_default_xfb_default.single_draw.xfbq_first.after,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.host_reset.64bit.geom.xfb.no_rast.line_list_with_adjacency.pgq_0_xfb_0.two_draws.xfbq_first.before,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.host_reset.64bit.geom.xfb.rast.line_list.pgq_default_xfb_0.two_draws.pqg_first.after,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.host_reset.64bit.geom.xfb.rast.line_strip_with_adjacency.pgq_default_xfb_default.two_draws.xfbq_first.none,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.host_reset.64bit.geom.xfb.rast.triangle_list.pgq_0_xfb_default.two_draws.xfbq_first.after,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.host_reset.64bit.geom.xfb.rast.triangle_strip_with_adjacency.pgq_default_xfb_default.two_draws.pqg_first.before,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.host_reset.64bit.vert.no_xfb.rast.triangle_list.pgq_default.single_draw.pqg_first.before,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.host_reset.64bit.vert.xfb.no_rast.line_strip.pgq_default_xfb_default.two_draws.xfbq_first.after_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.host_reset.pgq_32bit_xfb_64bit.geom.xfb.no_rast.triangle_list.pgq_default_xfb_default.single_draw.pqg_first.none_2_queries_with_availability,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.host_reset.pgq_32bit_xfb_64bit.geom.xfb.no_rast.triangle_strip_with_adjacency.pgq_0_xfb_default.single_draw.xfbq_first.before,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.host_reset.pgq_32bit_xfb_64bit.geom.xfb.rast.line_list.pgq_0_xfb_0.two_draws.pqg_first.after_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.host_reset.pgq_32bit_xfb_64bit.geom.xfb.rast.triangle_list.pgq_default_xfb_0.single_draw.pqg_first.none_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.host_reset.pgq_64bit_xfb_32bit.geom.xfb.no_rast.line_strip_with_adjacency.pgq_default_xfb_default.two_draws.pqg_first.before_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.host_reset.pgq_64bit_xfb_32bit.geom.xfb.no_rast.triangle_strip.pgq_default_xfb_default.two_draws.xfbq_first.none_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.host_reset.pgq_64bit_xfb_32bit.geom.xfb.rast.line_strip.pgq_default_xfb_default.two_draws.xfbq_first.after,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.32bit.geom.no_xfb.empty_frag.triangle_fan.pgq_default.two_draws.pqg_first.none,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.32bit.geom.no_xfb.empty_frag.triangle_strip.pgq_default.two_draws.pqg_first.before,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.32bit.geom.no_xfb.no_attachment.line_list.pgq_0.single_draw.pqg_first.before_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.32bit.geom.no_xfb.no_attachment.line_strip.pgq_default.single_draw.pqg_first.none,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.32bit.geom.no_xfb.no_rast.triangle_list_with_adjacency.pgq_default.two_draws.pqg_first.after_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.32bit.geom.no_xfb.rast.line_list.pgq_default.single_draw.pqg_first.after_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.32bit.geom.no_xfb.rast.line_strip_with_adjacency.pgq_0.single_draw.pqg_first.after,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.32bit.geom.xfb.empty_frag.line_list.pgq_default_xfb_0.single_draw.pqg_first.before_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.32bit.geom.xfb.empty_frag.point_list.pgq_0_xfb_0.two_draws.pqg_first.after_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.32bit.geom.xfb.empty_frag.point_list.pgq_default_xfb_default.two_draws.xfbq_first.after,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.32bit.geom.xfb.no_attachment.line_strip.pgq_default_xfb_0.two_draws.xfbq_first.before,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.32bit.geom.xfb.no_rast.point_list.pgq_0_xfb_0.two_draws.xfbq_first.after_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.32bit.geom.xfb.no_rast.triangle_list.pgq_default_xfb_0.two_draws.xfbq_first.none_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.32bit.geom.xfb.no_rast.triangle_strip_with_adjacency.pgq_default_xfb_default.single_draw.pqg_first.after,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.32bit.geom.xfb.rast.line_list.pgq_default_xfb_0.single_draw.xfbq_first.before,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.32bit.geom.xfb.rast.line_strip_with_adjacency.pgq_default_xfb_default.single_draw.xfbq_first.before,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.32bit.geom.xfb.rast.triangle_fan.pgq_default_xfb_0.single_draw.pqg_first.after_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.32bit.geom.xfb.rast.triangle_list.pgq_0_xfb_0.two_draws.xfbq_first.before,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.32bit.geom.xfb.rast.triangle_list.pgq_default_xfb_default.two_draws.pqg_first.before_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.32bit.tese.xfb.no_attachment.patch_list.pgq_default_xfb_default.two_draws.pqg_first.before,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.32bit.tese.xfb.rast.patch_list.pgq_default_xfb_default.single_draw.xfbq_first.before_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.32bit.vert.no_xfb.rast.line_list.pgq_default.two_draws.pqg_first.before_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.32bit.vert.xfb.no_attachment.triangle_fan.pgq_default_xfb_default.single_draw.pqg_first.after,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.32bit.vert.xfb.no_attachment.triangle_strip.pgq_default_xfb_default.single_draw.pqg_first.none,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.64bit.geom.no_xfb.no_rast.line_list.pgq_default.single_draw.pqg_first.none_with_availability,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.64bit.geom.no_xfb.no_rast.line_list.pgq_default.two_draws.pqg_first.before_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.64bit.geom.xfb.no_rast.line_list.pgq_default_xfb_0.two_draws.xfbq_first.none,Fail
